C,SETP.WORLD,DVD_GENUNITS,AEMO,PUBLIC,2024/02/07,00:25:16,0000000410396561,,0000000410396500
I,PARTICIPANT_REGISTRATION,GENUNITS,2,GENSETID,STATIONID,SETLOSSFACTOR,CDINDICATOR,AGCFLAG,SPINNINGFLAG,VOLTLEVEL,REGISTEREDCAPACITY,DISPATCHTYPE,STARTTYPE,MKTGENERATORIND,NORMALSTATUS,MAXCAPACITY,GENSETTYPE,GENSETNAME,LASTCHANGED,CO2E_EMISSIONS_FACTOR,CO2E_ENERGY_SOURCE,CO2E_DATA_SOURCE
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GLENMAG1,,,N,N,N,22,4,NET/NET,,Y,N,4,GENERATOR,,"2019/05/30 16:04:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GLENNCRK,,,N,N,N,66,12,NET/NET,,Y,N,12,GENERATOR,,"2018/10/24 09:51:00",0.72583973,"Coal mine waste gas",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GLRWNSF1,,,N,N,N,66,132,GROSS/NET,SLOW,Y,N,110,GENERATOR,,"2020/12/18 12:14:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GNNDHSF1,,,N,Y,N,132,144,GROSS/NET,SLOW,Y,N,110,GENERATOR,,"2021/06/25 17:13:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GOONSF1,,,N,N,N,66,85,GROSS/NET,SLOW,Y,N,69,GENERATOR,,"2020/05/11 11:08:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GORDON,,,Y,Y,N,220,432,NET/NET,SLOW,Y,N,450,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GOVILLB1,,,N,N,N,11,25,NET/NET,,Y,N,30,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GRANGEAV,,,N,N,N,11,2,GROSS/NET,,Y,N,2,GENERATOR,,"2018/10/24 09:51:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GRANWF1,,,N,N,N,220,111,GROSS/NET,SLOW,Y,N,110,GENERATOR,,"2019/11/29 15:52:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GRIFSF1,,,N,N,N,33,27,GROSS/NET,,Y,N,27,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GROSV1,,,N,N,N,66,21,GROSS/NET,,Y,N,21,GENERATOR,,"2018/10/24 09:51:00",0.72583973,"Coal mine waste gas",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GROSV2,,,N,N,N,66,15,GROSS/NET,,Y,N,15,GENERATOR,,"2019/05/30 16:04:00",0.72583973,"Coal mine waste gas",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GSTONE1,,,Y,Y,N,275,280,GROSS/NET,SLOW,Y,N,285,GENERATOR,,"2018/10/24 09:51:00",0.95248677,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GSTONE2,,,Y,Y,N,275,280,GROSS/NET,SLOW,Y,N,285,GENERATOR,,"2018/10/24 09:51:00",0.95248677,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GSTONE3,,,Y,Y,N,132,280,GROSS/NET,SLOW,Y,N,285,GENERATOR,,"2018/10/24 09:51:00",0.95248677,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GSTONE4,,,Y,Y,N,132,280,GROSS/NET,SLOW,Y,N,285,GENERATOR,,"2018/10/24 09:51:00",0.95248677,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GSTONE5,,,Y,Y,N,275,280,GROSS/NET,SLOW,Y,N,285,GENERATOR,,"2018/10/24 09:51:00",0.95248677,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GSTONE6,,,Y,Y,N,275,280,GROSS/NET,SLOW,Y,N,285,GENERATOR,,"2018/10/24 09:51:00",0.95248677,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GULLRSF1,,,N,N,N,330,10,NET/NET,SLOW,Y,N,10,GENERATOR,,"2019/04/02 08:07:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GULLRWF1,,,N,N,N,330,165,NET/NET,SLOW,Y,N,161,GENERATOR,,"2020/05/06 13:35:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GULLRWF2,,,N,N,N,330,110,NET/NET,SLOW,Y,N,107,GENERATOR,,"2020/05/15 14:29:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GUNNING1,,,N,N,N,132,47,GROSS/NET,SLOW,Y,N,47,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GUTHEGA,,,Y,Y,N,132,60,GROSS/NET,FAST,Y,N,80,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GUTHNL1,,,N,N,N,330,25,GROSS/NET,,Y,N,30,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HALAMRD1,,,N,N,N,22,9,GROSS/NET,,Y,N,9,GENERATOR,,"2018/10/24 09:51:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HALLWF1,,,Y,N,N,275,95,GROSS/NET,SLOW,Y,N,95,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HALLWF2,,,N,N,N,275,71,NET/NET,SLOW,Y,N,71,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HAMISF1,,,N,N,N,33,57,GROSS/NET,SLOW,Y,N,56,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HAUGHT11,,,N,N,N,275,132,GROSS/NET,SLOW,Y,N,100,GENERATOR,,"2019/05/24 16:03:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HAYMSF1,,,N,N,N,33,57,GROSS/NET,SLOW,Y,N,50,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HBESSG1,,,N,Y,N,220,200,NET/NET,FAST,Y,N,150,GENERATOR,,"2023/02/03 14:55:00",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HDWF1,,,N,N,N,275,102,GROSS/NET,SLOW,Y,N,102,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HDWF2,,,N,Y,N,275,102,GROSS/NET,SLOW,Y,N,102,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HDWF3,,,N,N,N,275,112,GROSS/NET,SLOW,Y,N,109,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,L_W_CNL1,,,N,N,N,220,25,NET/NET,,Y,N,30,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PIBESSG1,,,N,Y,N,22,7,GROSS/NET,FAST,Y,N,5,GENERATOR,,"2023/04/06 15:02:45",0,"Battery Storage","ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PIBESSL1,,,N,Y,N,22,7,GROSS/NET,FAST,Y,N,5,LOAD,,"2023/04/06 15:02:45",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,SHP01,,,N,N,N,330,40,GROSS/NET,FAST,Y,N,40,LOAD,,"2019/10/31 15:01:28",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,SHP02,,,N,N,N,330,40,GROSS/NET,FAST,Y,N,40,LOAD,,"2019/10/31 15:01:28",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,SHP03,,,N,N,N,330,80,GROSS/NET,FAST,Y,N,80,LOAD,,"2019/10/31 15:01:28",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,SHP04,,,N,N,N,330,80,GROSS/NET,FAST,Y,N,80,LOAD,,"2019/10/31 15:01:28",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BOWWDG1,,,N,N,N,11,1,GROSS/NET,,Y,N,1,GENERATOR,,"2021/11/12 15:57:03",0.9560,"Diesel oil","Estimate - Other"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CNUNDAWF,,,N,N,N,33,46,NET/NET,SLOW,Y,N,46,GENERATOR,,"2021/12/06 09:54:27",0,Wind,"ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WANDBL1,,,N,Y,N,132,123,GROSS/NET,FAST,Y,N,100,LOAD,,"2021/07/02 12:12:47",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,VBBL1,,,N,Y,N,220,360,GROSS/NET,FAST,Y,N,250,LOAD,,"2021/07/26 09:40:51",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HEPWIND1,,,N,N,N,22,4,NET/NET,,Y,N,4,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HILLSTN1,,,N,Y,N,132,110,GROSS/NET,SLOW,Y,N,85,GENERATOR,,"2021/10/01 13:02:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HLMSEW01,,,N,N,N,1,1,GROSS/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HPRG1,,,N,Y,N,275,150,GROSS/NET,FAST,Y,N,150,GENERATOR,,"2020/06/23 16:03:00",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HUGSF1,,,N,N,N,33,10,NET/NET,,Y,N,9,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HUGSF2,,,N,N,N,33,10,NET/NET,,Y,N,9,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HUMENSW1,,,Y,N,N,132,29,GROSS/NET,FAST,Y,N,35,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HUMEV1,,,Y,N,N,66,29,GROSS/NET,FAST,Y,N,35,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HVWWBA1G,,,N,Y,N,11,5,GROSS/NET,FAST,Y,N,4,GENERATOR,,"2022/04/14 12:47:00",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HVWWPV1,,,N,Y,N,11,11,GROSS/NET,SLOW,Y,N,8,GENERATOR,,"2022/04/14 12:47:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ICSM,,,Y,N,N,11,25,GROSS/NET,,Y,N,25,GENERATOR,,"2018/10/24 09:51:00",0.0180,Bagasse,NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,JACKSGUL,,,N,N,N,11,2,GROSS/NET,,Y,N,2,GENERATOR,,"2018/10/24 09:51:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,JBUTTERS,,,Y,Y,N,220,144,NET/NET,SLOW,Y,N,144,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,JEMALNG1,,,N,N,N,66,55,GROSS/NET,SLOW,Y,N,50,GENERATOR,,"2020/11/27 15:19:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,JLA01,,,Y,N,N,220,51,GROSS/NET,FAST,Y,N,65,GENERATOR,,"2018/10/24 09:51:00",0.75490763,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,JLB01,,,Y,N,N,220,76,GROSS/NET,FAST,Y,N,100,GENERATOR,,"2018/10/24 09:51:00",0.75490763,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,JNDABNE1,,,N,N,N,11,1,GROSS/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,JOUNAMA1,,,N,N,N,66,14,GROSS/NET,,Y,N,14,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,JUNEESF1,,,N,Y,N,66,36,GROSS/NET,SLOW,Y,N,30,GENERATOR,,"2021/05/21 15:13:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KABANWF1,,,N,Y,N,275,156,GROSS/NET,SLOW,Y,N,152,GENERATOR,,"2022/09/21 15:20:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KAREEYA1,,,Y,N,N,132,21,GROSS/NET,FAST,Y,N,22,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KAREEYA2,,,Y,N,N,132,21,GROSS/NET,FAST,Y,N,22,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KAREEYA5,,,N,N,N,132,7,GROSS/NET,,Y,N,7,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KARSF1,,,N,N,N,66,104,NET/NET,SLOW,Y,N,90,GENERATOR,,"2018/10/08 14:23:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KEEPIT,,,N,N,N,66,6,GROSS/NET,,Y,N,8,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KEPSF1,,,N,N,N,33,16,GROSS/NET,SLOW,Y,N,15,GENERATOR,,"2021/06/18 16:07:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KEPWF1,,,N,N,N,33,43,GROSS/NET,SLOW,Y,N,43,GENERATOR,,"2021/06/18 16:07:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KIAMSF11,,,N,N,N,220,119,GROSS/NET,SLOW,Y,N,100,GENERATOR,,"2020/08/31 09:32:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KIAMSF12,,,N,N,N,220,119,GROSS/NET,SLOW,Y,N,100,GENERATOR,,"2020/08/31 09:32:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KIATAWF1,,,N,N,N,66,31,GROSS/NET,SLOW,Y,N,31,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KPP_1,,,Y,N,N,275,744,GROSS/NET,SLOW,Y,N,787,GENERATOR,,"2023/01/06 14:18:00",0.84070278,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KSP1,,,N,N,N,132,50,GROSS/NET,SLOW,Y,N,47,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LADBROK1,,,Y,N,N,132,40,NET/NET,FAST,Y,N,50,GENERATOR,,"2018/10/24 09:51:00",0.50452499,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LADBROK2,,,Y,N,N,132,40,NET/NET,FAST,Y,N,50,GENERATOR,,"2018/10/24 09:51:00",0.50452499,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LBBG1,,,N,Y,N,33,25,NET/NET,FAST,Y,N,25,GENERATOR,,"2019/10/07 09:19:00",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ADPBA1L,,,N,Y,N,11,7,GROSS/NET,FAST,Y,N,6,LOAD,,"2021/04/16 15:29:37",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GLENSF1,,,N,Y,N,220,126,GROSS/NET,SLOW,Y,N,102,GENERATOR,,"2023/11/17 15:29:44",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,QBYNBL1,,,N,Y,N,66,10,NET/NET,FAST,Y,N,10,LOAD,,"2022/07/01 16:21:35",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LD01,,,Y,N,N,330,500,GROSS/NET,SLOW,Y,N,550,GENERATOR,,"2018/10/24 09:51:00",0.94557459,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LD02,,,Y,N,N,330,500,GROSS/NET,SLOW,Y,N,550,GENERATOR,,"2018/10/24 09:51:00",0.94557459,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LD04,,,Y,N,N,330,500,GROSS/NET,SLOW,Y,N,550,GENERATOR,,"2018/10/24 09:51:00",0.94557459,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LEM_WIL,,,Y,Y,N,220,82,NET/NET,SLOW,Y,N,87,GENERATOR,,"2020/11/12 16:04:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LGAPWF1,,,N,Y,N,275,126,GROSS/NET,SLOW,Y,N,123,GENERATOR,,"2021/12/10 11:44:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LGAPWF2,,,N,Y,N,275,86,GROSS/NET,SLOW,Y,N,85,GENERATOR,,"2021/12/10 11:44:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LI_WY_CA,,,Y,Y,N,220,173,NET/NET,SLOW,Y,N,192,GENERATOR,,"2021/02/17 10:32:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LIDDNL1,,,N,N,N,330,25,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2018/10/24 09:51:00",0.94557459,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LILYSF1,,,N,N,N,33,118,NET/NET,SLOW,Y,N,100,GENERATOR,,"2020/01/23 13:52:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LIMOSF11,,,N,N,N,220,275,GROSS/NET,SLOW,Y,N,220,GENERATOR,,"2020/06/29 11:20:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LIMOSF21,,,N,N,N,22,38,GROSS/NET,SLOW,Y,N,29,GENERATOR,,"2019/12/23 10:59:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LK_ECHO,,,Y,N,N,110,32,NET/NET,SLOW,Y,N,34,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LKBONNEY2A,,,Y,N,N,33,63,GROSS/NET,SLOW,Y,N,63,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LKBONNEY2B,,,Y,N,N,33,96,GROSS/NET,SLOW,Y,N,96,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LKBONNY1,,,N,N,N,33,81,NET/NET,SLOW,Y,N,81,GENERATOR,,"2021/12/06 10:03:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LKBONY3_1,,,N,Y,N,33,39,NET/NET,SLOW,Y,N,39,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LNGS1,,,Y,Y,N,220,156,GROSS/NET,FAST,Y,N,172,GENERATOR,,"2018/10/24 09:51:00",0.59713266,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LNGS2,,,Y,Y,N,220,156,GROSS/NET,FAST,Y,N,172,GENERATOR,,"2018/10/24 09:51:00",0.59713266,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LONGFORD,,,N,N,N,66,44,GROSS/NET,,Y,N,44,GENERATOR,,"2018/10/24 09:51:00",0.60144457,"Natural Gas (Pipeline)",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LONSDAL1,,,N,N,N,11,10,NET/NET,FAST,Y,N,10,GENERATOR,,"2018/10/24 09:51:00",0.67403994,"Diesel oil",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LONSDAL2,,,N,N,N,11,10,NET/NET,FAST,Y,N,10,GENERATOR,,"2018/10/24 09:51:00",0.67403994,"Diesel oil",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LOYYB1,,,Y,Y,N,500,500,GROSS/NET,SLOW,Y,N,600,GENERATOR,,"2020/10/21 13:06:00",1.11331538,"Brown coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LOYYB2,,,Y,Y,N,500,500,GROSS/NET,SLOW,Y,N,600,GENERATOR,,"2019/05/29 16:16:00",1.11331538,"Brown coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LRSF1,,,N,N,N,66,17,NET/NET,,Y,N,14,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LUCAS2S2,,,N,N,N,33,5,GROSS/NET,,Y,N,5,GENERATOR,,"2018/10/24 09:51:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LUCASHGT,,,N,N,N,33,13,NET/NET,,Y,N,13,GENERATOR,,"2018/10/24 09:51:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LYA1,,,Y,Y,N,500,560,GROSS/NET,SLOW,Y,N,590,GENERATOR,,"2018/10/24 09:51:00",1.13776230,"Brown coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LYA2,,,Y,Y,N,500,530,GROSS/NET,SLOW,Y,N,535,GENERATOR,,"2018/10/24 09:51:00",1.13776230,"Brown coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LYA3,,,Y,Y,N,500,560,GROSS/NET,SLOW,Y,N,590,GENERATOR,,"2018/10/24 09:51:00",1.13776230,"Brown coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LYA4,,,Y,Y,N,500,560,GROSS/NET,SLOW,Y,N,580,GENERATOR,,"2018/10/24 09:51:00",1.13776230,"Brown coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LYNL1,,,N,N,N,330,25,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2018/10/24 09:51:00",1.13776230,"Brown coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MACARTH1,,,N,N,N,500,420,NET/NET,SLOW,Y,N,420,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MACKNTSH,,,Y,Y,N,110,80,NET/NET,SLOW,Y,N,89,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MANSLR1,,,N,N,N,11,25,GROSS/NET,SLOW,Y,N,23,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MANSLR2,,,N,N,N,11,25,GROSS/NET,SLOW,Y,N,23,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MAPS2PV1,,,N,N,N,3,16,GROSS/NET,SLOW,Y,N,13,GENERATOR,,"2021/08/06 17:18:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MAPS3PV1,,,N,N,N,3,16,GROSS/NET,SLOW,Y,N,12,GENERATOR,,"2022/04/08 16:24:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MAROOWF1,,,N,N,N,22,6,NET/NET,SLOW,Y,N,6,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MARYRSF1,,,N,N,N,33,33,GROSS/NET,SLOW,Y,N,27,GENERATOR,,"2020/02/21 15:39:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,AGLNOW1,,,N,N,N,11,1,NET/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:11",0.0830,"Landfill biogas methane","NGA 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,AGLSITA1,,,N,N,N,11,1,GROSS/NET,,Y,N,2,GENERATOR,,"2018/10/24 09:51:11",0.0830,"Landfill biogas methane","NGA 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BBASEHOS,,,N,N,N,22,1,GROSS/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:11",0.6180,"Natural Gas (Pipeline)","NGA 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WKIEWA2,,,Y,Y,N,220,31,GROSS/NET,FAST,Y,N,34,GENERATOR,,"2021/11/30 13:46:54",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MBAHNTH,,,N,N,N,66,63,NET/NET,,Y,N,63,GENERATOR,,"2018/10/24 09:51:00",0.72583973,"Coal mine waste gas",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MBPS2PV1,,,N,Y,N,11,13,GROSS/NET,SLOW,Y,N,10,GENERATOR,,"2022/01/07 14:18:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MCKAY1,,,Y,Y,N,220,53,GROSS/NET,FAST,Y,N,53,GENERATOR,,"2021/11/30 13:46:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MCKAY2,,,Y,Y,N,220,53,GROSS/NET,FAST,Y,N,53,GENERATOR,,"2021/11/30 13:46:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MCKAY3,,,Y,Y,N,220,53,GROSS/NET,FAST,Y,N,53,GENERATOR,,"2021/11/30 13:46:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MEADOWBK,,,Y,Y,N,110,40,NET/NET,FAST,Y,N,44,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MERCER01,,,N,Y,N,220,131,GROSS/NET,SLOW,Y,N,131,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
